stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
"98_1","1","Črnomerec",,45.815002,15.934932,,,0,98
"98_2","2","Črnomerec",,45.815398,15.933924,,,0,98
"98_11","11","Črnomerec",,45.815127,15.934536,,,0,98
"98",,"Črnomerec",,45.815175,15.934464,,,1,
"99_23","23","Črnomerec",,45.815318,15.933231,,,0,99
"99_26","26","Črnomerec",,45.814933,15.933877,,,0,99
"99_31","31","Črnomerec",,45.816087,15.933219,,,0,99
"99_32","32","Črnomerec",,45.816059,15.933327,,,0,99
"99_36","36","Črnomerec",,45.814943,15.934140,,,0,99
"99_42","42","Črnomerec",,45.815739,15.933910,,,0,99
"99_52","52","Črnomerec",,45.815800,15.934131,,,0,99
"99_62","62","Črnomerec",,45.815837,15.934329,,,0,99
"99_75","75","Črnomerec",,45.815703,15.933606,,,0,99
"99_82","82","Črnomerec",,45.814943,15.934140,,,0,99
"99_85","85","Črnomerec",,45.815799,15.933997,,,0,99
"99",,"Črnomerec",,45.815560,15.933810,,,1,
"100_1","1","Sveti Duh",,45.813211,15.943075,,,0,100
"100_2","2","Sveti Duh",,45.813639,15.941471,,,0,100
"100",,"Sveti Duh",,45.813425,15.942273,,,1,
"101_1","1","Mandaličina",,45.812427,15.948326,,,0,101
"101_2","2","Mandaličina",,45.812493,15.948860,,,0,101
"101",,"Mandaličina",,45.812460,15.948593,,,1,
"102_1","1","Slovenska",,45.812458,15.951965,,,0,102
"102_2","2","Slovenska",,45.812472,15.952514,,,0,102
"102",,"Slovenska",,45.812465,15.952239,,,1,
"103_1","1","Trg dr. F. Tuđmana",,45.813111,15.956823,,,0,103
"103_2","2","Trg dr. F. Tuđmana",,45.813169,15.957786,,,0,103
"103_3","3","Trg dr. F. Tuđmana",,45.812808,15.957457,,,0,103
"103",,"Trg dr. F. Tuđmana",,45.813029,15.957355,,,1,
"104_22","22","Britanski trg",,45.814285,15.964053,,,0,104
"104_23","23","Britanski trg",,45.813780,15.964362,,,0,104
"104_24","24","Britanski trg",,45.813808,15.964171,,,0,104
"104_28","28","Britanski trg",,45.813944,15.964018,,,0,104
"104",,"Britanski trg",,45.813954,15.964151,,,1,
"105_1","1","Frankopanska",,45.813254,15.969401,,,0,105
"105_2","2","Frankopanska",,45.813303,15.968628,,,0,105
"105_3","3","Frankopanska",,45.812499,15.969598,,,0,105
"105_4","4","Frankopanska",,45.812487,15.969483,,,0,105
"105",,"Frankopanska",,45.812886,15.969278,,,1,
"106_1","1","Trg J. Jelačića",,45.812858,15.977265,,,0,106
"106_2","2","Trg J. Jelačića",,45.813069,15.976531,,,0,106
"106",,"Trg J. Jelačića",,45.812963,15.976898,,,1,
"107_3","3","Zrinjevac",,45.809168,15.977826,,,0,107
"107_4","4","Zrinjevac",,45.808883,15.977743,,,0,107
"107",,"Zrinjevac",,45.809026,15.977785,,,1,
"109_1","1","Glavni kolodvor",,45.805213,15.979278,,,0,109
"109_2","2","Glavni kolodvor",,45.805235,15.978460,,,0,109
"109",,"Glavni kolodvor",,45.805224,15.978869,,,1,
"110_21","21","Glavni kolodvor",,45.803939,15.978579,,,0,110
"110_22","22","Glavni kolodvor",,45.803745,15.977791,,,0,110
"110_26","26","Glavni kolodvor",,45.803622,15.977789,,,0,110
"110_32","32","Glavni kolodvor",,45.803619,15.977369,,,0,110
"110_36","36","Glavni kolodvor",,45.803578,15.977422,,,0,110
"110_41","41","Glavni kolodvor",,45.803857,15.979041,,,0,110
"110_42","42","Glavni kolodvor",,45.803284,15.977098,,,0,110
"110_46","46","Glavni kolodvor",,45.803578,15.977422,,,0,110
"110_51","51","Glavni kolodvor",,45.803781,15.979205,,,0,110
"110_52","52","Glavni kolodvor",,45.802712,15.977034,,,0,110
"110_61","61","Glavni kolodvor",,45.803776,15.979408,,,0,110
"110_62","62","Glavni kolodvor",,45.802209,15.977324,,,0,110
"110_72","72","Glavni kolodvor",,45.801989,15.977234,,,0,110
"110_82","82","Glavni kolodvor",,45.803206,15.977119,,,0,110
"110",,"Glavni kolodvor",,45.803350,15.977845,,,1,
"111_1","1","Branimirova",,45.805442,15.983765,,,0,111
"111_2","2","Branimirova",,45.805568,15.984450,,,0,111
"111",,"Branimirova",,45.805505,15.984107,,,1,
"112_1","1","Branim. tržnica",,45.806140,15.991980,,,0,112
"112_2","2","Branim. tržnica",,45.806132,15.991438,,,0,112
"112",,"Branim. tržnica",,45.806136,15.991709,,,1,
"113_3","3","Autobusni kol.",,45.804385,15.993636,,,0,113
"113_4","4","Autobusni kol.",,45.803725,15.993918,,,0,113
"113",,"Autobusni kol.",,45.804055,15.993777,,,1,
"114_1","1","Držićeva",,45.801133,15.996430,,,0,114
"114_2","2","Držićeva",,45.801033,15.994405,,,0,114
"114_3","3","Držićeva",,45.801971,15.994959,,,0,114
"114_4","4","Držićeva",,45.800390,15.995899,,,0,114
"114",,"Držićeva",,45.801132,15.995423,,,1,
"115_3","3","Slavonska",,45.796620,15.998885,,,0,115
"115_4","4","Slavonska",,45.796873,15.998658,,,0,115
"115",,"Slavonska",,45.796746,15.998771,,,1,
"117_3","3","Most mladosti",,45.782336,16.001459,,,0,117
"117_4","4","Most mladosti",,45.781892,16.001279,,,0,117
"117",,"Most mladosti",,45.782114,16.001369,,,1,
"122_1","1","Sheraton",,45.808056,15.984272,,,0,122
"122_3","3","Sheraton",,45.808222,15.983731,,,0,122
"122_4","4","Sheraton",,45.806865,15.983806,,,0,122
"122",,"Sheraton",,45.807714,15.983936,,,1,
"123_3","3","Traumatologija",,45.810406,15.983729,,,0,123
"123_4","4","Traumatologija",,45.809997,15.983602,,,0,123
"123",,"Traumatologija",,45.810202,15.983665,,,1,
"124_3","3","Draškovićeva",,45.813353,15.983496,,,0,124
"124_4","4","Draškovićeva",,45.812828,15.983432,,,0,124
"124",,"Draškovićeva",,45.813091,15.983464,,,1,
"125_3","3","Grškovićeva",,45.820142,15.979420,,,0,125
"125_4","4","Grškovićeva",,45.819783,15.979251,,,0,125
"125",,"Grškovićeva",,45.819962,15.979336,,,1,
"126_3","3","Belostenčeva",,45.822331,15.979824,,,0,126
"126_4","4","Belostenčeva",,45.822549,15.979861,,,0,126
"126",,"Belostenčeva",,45.822440,15.979843,,,1,
"127_3","3","Gupčeva zvijezda",,45.828057,15.979454,,,0,127
"127_4","4","Gupčeva zvijezda",,45.827645,15.979567,,,0,127
"127",,"Gupčeva zvijezda",,45.827851,15.979511,,,1,
"128_3","3","Radić. šetalište",,45.831824,15.978034,,,0,128
"128_4","4","Radić. šetalište",,45.831967,15.977997,,,0,128
"128",,"Radić. šetalište",,45.831896,15.978015,,,1,
"131_1","1","Gračanske stube",,45.849380,15.975135,,,0,131
"131_2","2","Gračanske stube",,45.849088,15.975274,,,0,131
"131",,"Gračanske stube",,45.849234,15.975204,,,1,
"132_1","1","Grač. Mihaljevac",,45.854340,15.973266,,,0,132
"132_2","2","Grač. Mihaljevac",,45.853578,15.973232,,,0,132
"132",,"Grač. Mihaljevac",,45.853959,15.973249,,,1,
"133_1","1","Gračani",,45.858365,15.974179,,,0,133
"133_2","2","Gračani",,45.858211,15.973936,,,0,133
"133",,"Gračani",,45.858288,15.974058,,,1,
"134_1","1","Gračansko dolje",,45.860664,15.981601,,,0,134
"134_2","2","Gračansko dolje",,45.860247,15.980952,,,0,134
"134",,"Gračansko dolje",,45.860455,15.981277,,,1,
"135_21","21","Vrapčanska",,45.812739,15.907480,,,0,135
"135_22","22","Vrapčanska",,45.813021,15.905129,,,0,135
"135_23","23","Vrapčanska",,45.813455,15.906092,,,0,135
"135_24","24","Vrapčanska",,45.812627,15.906257,,,0,135
"135_26","26","Vrapčanska",,45.814300,15.905975,,,0,135
"135",,"Vrapčanska",,45.813228,15.906187,,,1,
"136_21","21","Vrapčanska aleja",,45.812436,15.895898,,,0,136
"136_22","22","Vrapčanska aleja",,45.812619,15.895237,,,0,136
"136_26","26","Vrapčanska aleja",,45.812969,15.898559,,,0,136
"136_27","27","Vrapčanska aleja",,45.812578,15.897055,,,0,136
"136_28","28","Vrapčanska aleja",,45.812821,15.896984,,,0,136
"136_29","29","Vrapčanska aleja",,45.812567,15.897085,,,0,136
"136_30","30","Vrapčanska aleja",,45.812587,15.897882,,,0,136
"136_32","32","Vrapčanska aleja",,45.812619,15.895237,,,0,136
"136",,"Vrapčanska aleja",,45.812649,15.896742,,,1,
"137_21","21","Dubravica",,45.813826,15.870128,,,0,137
"137_22","22","Dubravica",,45.814002,15.869509,,,0,137
"137",,"Dubravica",,45.813914,15.869819,,,1,
"138_21","21","Podsused",,45.815889,15.834987,,,0,138
"138_22","22","Podsused",,45.815987,15.835733,,,0,138
"138",,"Podsused",,45.815938,15.835360,,,1,
"139_24","24","Jarek",,45.837350,15.824439,,,0,139
"139",,"Jarek",,45.837350,15.824439,,,1,
"140_23","23","Željeznička stanica",,45.845773,15.813986,,,0,140
"140_24","24","Željeznička stanica",,45.843761,15.815181,,,0,140
"140",,"Željeznička stanica",,45.844767,15.814584,,,1,
"141_23","23","Crkva",,45.850447,15.810039,,,0,141
"141_24","24","Crkva",,45.850229,15.810043,,,0,141
"141",,"Crkva",,45.850338,15.810041,,,1,
"142_23","23","Devčićeva",,45.852007,15.809023,,,0,142
"142",,"Devčićeva",,45.852007,15.809023,,,1,
"143_23","23","Kodrmanova",,45.855114,15.805954,,,0,143
"143_24","24","Kodrmanova",,45.854854,15.805822,,,0,143
"143",,"Kodrmanova",,45.854984,15.805888,,,1,
"144_21","21","Dom zdravlja",,45.857710,15.802778,,,0,144
"144_22","22","Dom zdravlja",,45.858151,15.802201,,,0,144
"144",,"Dom zdravlja",,45.857931,15.802490,,,1,
"147_24","24","Kruge",,45.794204,15.992696,,,0,147
"147",,"Kruge",,45.794204,15.992696,,,1,
"150_21","21","Prisavlje",,45.790370,15.996203,,,0,150
"150_22","22","Prisavlje",,45.790582,15.995691,,,0,150
"150",,"Prisavlje",,45.790476,15.995947,,,1,
"153_21","21","Farkašička",,45.783359,16.008951,,,0,153
"153",,"Farkašička",,45.783359,16.008951,,,1,
"154_23","23","Kuševačka",,45.783413,16.012571,,,0,154
"154",,"Kuševačka",,45.783413,16.012571,,,1,
"155_22","22","I. gardijske brigade",,45.787668,16.015331,,,0,155
"155_23","23","I. gardijske brigade",,45.787391,16.015932,,,0,155
"155",,"I. gardijske brigade",,45.787529,16.015631,,,1,
"156_23","23","Savica I.",,45.792629,16.017696,,,0,156
"156_24","24","Savica I.",,45.792366,16.017397,,,0,156
"156",,"Savica I.",,45.792497,16.017546,,,1,
"158_21","21","Borovje",,45.788923,16.011224,,,0,158
"158_22","22","Borovje",,45.788923,16.011224,,,0,158
"158",,"Borovje",,45.788923,16.011224,,,1,
"159_24","24","Ulica grada Chicaga",,45.788981,16.008225,,,0,159
"159",,"Ulica grada Chicaga",,45.788981,16.008225,,,1,
"160_21","21","Miševečka",,45.785804,16.004337,,,0,160
"160_24","24","Miševečka",,45.787095,16.005433,,,0,160
"160",,"Miševečka",,45.786449,16.004885,,,1,
"161_21","21","Terminal",,45.861714,15.800237,,,0,161
"161_22","22","Terminal",,45.860994,15.799585,,,0,161
"161_25","25","Terminal",,45.861058,15.799751,,,0,161
"161_26","26","Terminal",,45.860895,15.799619,,,0,161
"161_31","31","Terminal",,45.861924,15.800223,,,0,161
"161",,"Terminal",,45.861317,15.799883,,,1,
"163_1","1","Šubićeva",,45.810534,15.994285,,,0,163
"163_2","2","Šubićeva",,45.810259,15.992275,,,0,163
"163_3","3","Šubićeva",,45.810915,15.993859,,,0,163
"163_4","4","Šubićeva",,45.810019,15.992974,,,0,163
"163",,"Šubićeva",,45.810432,15.993348,,,1,
"164_21","21","Roginina",,45.811621,15.917806,,,0,164
"164_22","22","Roginina",,45.811601,15.917200,,,0,164
"164",,"Roginina",,45.811611,15.917503,,,1,
"165_21","21","Gajnice",,45.813646,15.873781,,,0,165
"165_22","22","Gajnice",,45.813781,15.873420,,,0,165
"165",,"Gajnice",,45.813713,15.873601,,,1,
"169_1","1","Britanski trg",,45.812327,15.963088,,,0,169
"169_2","2","Britanski trg",,45.812417,15.964733,,,0,169
"169",,"Britanski trg",,45.812372,15.963910,,,1,
"170_23","23","Folnegovićevo",,45.792092,16.002746,,,0,170
"170_24","24","Folnegovićevo",,45.790911,16.002980,,,0,170
"170",,"Folnegovićevo",,45.791501,16.002863,,,1,
"171_3","3","Folnegovićevo",,45.791976,16.002444,,,0,171
"171_4","4","Folnegovićevo",,45.792242,16.002188,,,0,171
"171",,"Folnegovićevo",,45.792109,16.002316,,,1,
"175_3","3","Jandrićeva",,45.836471,15.977467,,,0,175
"175_4","4","Jandrićeva",,45.836858,15.977365,,,0,175
"175",,"Jandrićeva",,45.836665,15.977416,,,1,
"176_24","24","Mihaljevac",,45.841963,15.974896,,,0,176
"176_27","27","Mihaljevac",,45.841886,15.975311,,,0,176
"176_28","28","Mihaljevac",,45.841490,15.975079,,,0,176
"176_29","29","Mihaljevac",,45.841772,15.975202,,,0,176
"176_34","34","Mihaljevac",,45.841798,15.974822,,,0,176
"176",,"Mihaljevac",,45.841782,15.975062,,,1,
"177_1","1","Mihaljevac",,45.842561,15.975220,,,0,177
"177_2","2","Mihaljevac",,45.842686,15.975202,,,0,177
"177_3","3","Mihaljevac",,45.841661,15.974786,,,0,177
"177_4","4","Mihaljevac",,45.841650,15.974632,,,0,177
"177_5","5","Mihaljevac",,45.841683,15.974721,,,0,177
"177",,"Mihaljevac",,45.842048,15.974912,,,1,
"178_21","21","Sopot",,45.777615,15.986540,,,0,178
"178_22","22","Sopot",,45.777858,15.984608,,,0,178
"178",,"Sopot",,45.777737,15.985574,,,1,
"179_1","1","Sopot",,45.777690,15.986807,,,0,179
"179_2","2","Sopot",,45.777676,15.984570,,,0,179
"179",,"Sopot",,45.777683,15.985689,,,1,
"180_21","21","Središće",,45.777698,15.991608,,,0,180
"180_22","22","Središće",,45.777954,15.989332,,,0,180
"180_24","24","Središće",,45.777043,15.990388,,,0,180
"180",,"Središće",,45.777565,15.990443,,,1,
"181_1","1","Središće",,45.777866,15.991554,,,0,181
"181_2","2","Središće",,45.777818,15.989334,,,0,181
"181",,"Središće",,45.777842,15.990444,,,1,
"182_21","21","Utrina",,45.777808,15.997877,,,0,182
"182_22","22","Utrina",,45.778141,15.995839,,,0,182
"182",,"Utrina",,45.777974,15.996858,,,1,
"183_1","1","Utrina",,45.777974,15.997863,,,0,183
"183_2","2","Utrina",,45.777977,15.995805,,,0,183
"183",,"Utrina",,45.777975,15.996834,,,1,
"184_21","21","Zapruđe",,45.777784,16.000377,,,0,184
"184_22","22","Zapruđe",,45.778957,16.001482,,,0,184
"184_24","24","Zapruđe",,45.776890,16.002166,,,0,184
"184_28","28","Zapruđe",,45.776723,16.002194,,,0,184
"184_31","31","Zapruđe",,45.781688,16.003167,,,0,184
"184_32","32","Zapruđe",,45.781868,16.002687,,,0,184
"184",,"Zapruđe",,45.778985,16.002012,,,1,
"185_1","1","Zapruđe",,45.778082,16.000883,,,0,185
"185_2","2","Zapruđe",,45.778074,15.999797,,,0,185
"185_3","3","Zapruđe",,45.779448,16.001734,,,0,185
"185_4","4","Zapruđe",,45.778963,16.001860,,,0,185
"185_8","8","Zapruđe",,45.778180,16.000359,,,0,185
"185_14","14","Zapruđe",,45.778074,15.999797,,,0,185
"185",,"Zapruđe",,45.778470,16.000738,,,1,
"187_1","1","Žitnjak",,45.798857,16.034779,,,0,187
"187_2","2","Žitnjak",,45.799166,16.034334,,,0,187
"187",,"Žitnjak",,45.799011,16.034557,,,1,
"188_1","1","Adžijina",,45.807816,15.961581,,,0,188
"188_2","2","Adžijina",,45.807564,15.962047,,,0,188
"188",,"Adžijina",,45.807690,15.961814,,,1,
"189_1","1","Aleja javora",,45.828572,16.069705,,,0,189
"189_2","2","Aleja javora",,45.828839,16.067959,,,0,189
"189",,"Aleja javora",,45.828705,16.068832,,,1,
"190_1","1","Badalićeva",,45.801701,15.959307,,,0,190
"190_2","2","Badalićeva",,45.801955,15.959667,,,0,190
"190",,"Badalićeva",,45.801828,15.959487,,,1,
"192_22","22","Borongaj",,45.814786,16.018651,,,0,192
"192_32","32","Borongaj",,45.814700,16.018378,,,0,192
"192_42","42","Borongaj",,45.814667,16.017922,,,0,192
"192",,"Borongaj",,45.814718,16.018317,,,1,
"193_1","1","Borongaj",,45.814181,16.018415,,,0,193
"193_2","2","Borongaj",,45.814551,16.018831,,,0,193
"193",,"Borongaj",,45.814366,16.018623,,,1,
"194_1","1","Botanički vrt",,45.805617,15.973661,,,0,194
"194_2","2","Botanički vrt",,45.805499,15.974166,,,0,194
"194",,"Botanički vrt",,45.805558,15.973914,,,1,
"197_1","1","Park Maksimir",,45.819034,16.014094,,,0,197
"197_2","2","Park Maksimir",,45.818620,16.012153,,,0,197
"197",,"Park Maksimir",,45.818827,16.013124,,,1,
"198_1","1","Čavićeva",,45.801075,16.030538,,,0,198
"198_2","2","Čavićeva",,45.800822,16.031046,,,0,198
"198",,"Čavićeva",,45.800948,16.030792,,,1,
"200_23","23","Čulinečka",,45.827725,16.063081,,,0,200
"200_24","24","Čulinečka",,45.828145,16.062978,,,0,200
"200",,"Čulinečka",,45.827935,16.063029,,,1,
"201_1","1","Čulinečka",,45.828663,16.063821,,,0,201
"201_2","2","Čulinečka",,45.829037,16.062087,,,0,201
"201",,"Čulinečka",,45.828850,16.062954,,,1,
"202_1","1","Dankovečka",,45.829613,16.056817,,,0,202
"202_2","2","Dankovečka",,45.829435,16.054483,,,0,202
"202",,"Dankovečka",,45.829524,16.055650,,,1,
"203_1","1","Donje Svetice",,45.803021,16.014691,,,0,203
"203_2","2","Donje Svetice",,45.803115,16.015322,,,0,203
"203",,"Donje Svetice",,45.803068,16.015007,,,1,
"205_21","21","Dubec",,45.827758,16.075979,,,0,205
"205_22","22","Dubec",,45.827926,16.077644,,,0,205
"205_24","24","Dubec",,45.827135,16.076435,,,0,205
"205_25","25","Dubec",,45.827519,16.077276,,,0,205
"205_31","31","Dubec",,45.828008,16.077699,,,0,205
"205_42","42","Dubec",,45.828248,16.078277,,,0,205
"205_44","44","Dubec",,45.828251,16.077515,,,0,205
"205_51","51","Dubec",,45.828388,16.077315,,,0,205
"205_61","61","Dubec",,45.827907,16.078459,,,0,205
"205_71","71","Dubec",,45.827958,16.078045,,,0,205
"205_82","82","Dubec",,45.828248,16.078277,,,0,205
"205",,"Dubec",,45.827941,16.077538,,,1,
"206_4","4","Dubec",,45.827847,16.077700,,,0,206
"206_11","11","Dubec",,45.827847,16.077700,,,0,206
"206_14","14","Dubec",,45.827847,16.077700,,,0,206
"206",,"Dubec",,45.827847,16.077700,,,1,
"208_21","21","Dubrava",,45.824690,16.037267,,,0,208
"208_22","22","Dubrava",,45.824559,16.036352,,,0,208
"208_23","23","Dubrava",,45.824727,16.036756,,,0,208
"208_24","24","Dubrava",,45.824480,16.037084,,,0,208
"208_33","33","Dubrava",,45.824891,16.036696,,,0,208
"208_34","34","Dubrava",,45.824571,16.037459,,,0,208
"208_43","43","Dubrava",,45.825036,16.036820,,,0,208
"208_44","44","Dubrava",,45.824635,16.037786,,,0,208
"208_53","53","Dubrava",,45.825074,16.036643,,,0,208
"208_54","54","Dubrava",,45.824594,16.036757,,,0,208
"208_63","63","Dubrava",,45.825244,16.036587,,,0,208
"208",,"Dubrava",,45.824773,16.036928,,,1,
"209_1","1","Dubrava",,45.824855,16.040008,,,0,209
"209_2","2","Dubrava",,45.824329,16.037137,,,0,209
"209_7","7","Dubrava",,45.824502,16.037340,,,0,209
"209_12","12","Dubrava",,45.824437,16.037388,,,0,209
"209_13","13","Dubrava",,45.824386,16.037146,,,0,209
"209_14","14","Dubrava",,45.824452,16.037098,,,0,209
"209",,"Dubrava",,45.824493,16.037686,,,1,
"211_21","21","Elka",,45.797448,16.038771,,,0,211
"211_22","22","Elka",,45.797308,16.036382,,,0,211
"211_24","24","Elka",,45.796996,16.037627,,,0,211
"211_25","25","Elka",,45.797251,16.036338,,,0,211
"211",,"Elka",,45.797251,16.037279,,,1,
"212_3","3","Elka",,45.797167,16.037390,,,0,212
"212_4","4","Elka",,45.796787,16.037695,,,0,212
"212",,"Elka",,45.796977,16.037543,,,1,
"213_1","1","Ferenščica",,45.804340,16.023261,,,0,213
"213_2","2","Ferenščica",,45.804338,16.023652,,,0,213
"213",,"Ferenščica",,45.804339,16.023456,,,1,
"214_1","1","Getaldićeva",,45.802962,16.026821,,,0,214
"214_2","2","Getaldićeva",,45.802719,16.027349,,,0,214
"214",,"Getaldićeva",,45.802840,16.027085,,,1,
"215_1","1","Grižanska",,45.828880,16.052451,,,0,215
"215_2","2","Grižanska",,45.828775,16.051900,,,0,215
"215",,"Grižanska",,45.828828,16.052176,,,1,
"217_1","1","Harambašićeva",,45.814707,16.008040,,,0,217
"217_2","2","Harambašićeva",,45.815021,16.008621,,,0,217
"217",,"Harambašićeva",,45.814864,16.008330,,,1,
"219_23","23","Heinzelova",,45.803865,16.009522,,,0,219
"219_24","24","Heinzelova",,45.801846,16.011331,,,0,219
"219",,"Heinzelova",,45.802856,16.010427,,,1,
"220_1","1","Heinzelova",,45.812071,16.001288,,,0,220
"220_2","2","Heinzelova",,45.811531,15.999340,,,0,220
"220",,"Heinzelova",,45.811801,16.000314,,,1,
"221_1","1","Heinzelova",,45.802310,16.010506,,,0,221
"221_2","2","Heinzelova",,45.802454,16.011394,,,0,221
"221",,"Heinzelova",,45.802382,16.010950,,,1,
"222_1","1","Hondlova",,45.820979,16.022782,,,0,222
"222_2","2","Hondlova",,45.820976,16.022082,,,0,222
"222",,"Hondlova",,45.820978,16.022432,,,1,
"223_1","1","Horvati",,45.788152,15.942234,,,0,223
"223_2","2","Horvati",,45.788248,15.940176,,,0,223
"223",,"Horvati",,45.788200,15.941205,,,1,
"224_1","1","Vodnikova",,45.805357,15.967644,,,0,224
"224_2","2","Vodnikova",,45.805509,15.967109,,,0,224
"224_3","3","Vodnikova",,45.806234,15.966945,,,0,224
"224_4","4","Vodnikova",,45.805964,15.966605,,,0,224
"224",,"Vodnikova",,45.805766,15.967076,,,1,
"225_1","1","Ivanićgradska",,45.803882,16.019926,,,0,225
"225_2","2","Ivanićgradska",,45.804035,16.020700,,,0,225
"225",,"Ivanićgradska",,45.803959,16.020313,,,1,
"226_3","3","Arena Zagreb",,45.778053,15.952830,,,0,226
"226_4","4","Arena Zagreb",,45.777673,15.952814,,,0,226
"226",,"Arena Zagreb",,45.777863,15.952822,,,1,
"227_2","2","Jagićeva",,45.809019,15.957513,,,0,227
"227",,"Jagićeva",,45.809019,15.957513,,,1,
"229_23","23","Jarun",,45.783942,15.926081,,,0,229
"229_24","24","Jarun",,45.783980,15.925851,,,0,229
"229",,"Jarun",,45.783961,15.925966,,,1,
"230_1","1","Hrvatskog sokola",,45.789582,15.920610,,,0,230
"230_2","2","Hrvatskog sokola",,45.789897,15.920025,,,0,230
"230",,"Hrvatskog sokola",,45.789739,15.920318,,,1,
"231_1","1","Jordanovac",,45.817623,16.008165,,,0,231
"231_2","2","Jordanovac",,45.817612,16.007574,,,0,231
"231",,"Jordanovac",,45.817617,16.007870,,,1,
"232_1","1","Jukićeva",,45.805175,15.965897,,,0,232
"232_2","2","Jukićeva",,45.805263,15.965681,,,0,232
"232",,"Jukićeva",,45.805219,15.965789,,,1,
"233_1","1","Kapucinska",,45.827598,16.048725,,,0,233
"233_2","2","Kapucinska",,45.827587,16.048156,,,0,233
"233",,"Kapucinska",,45.827592,16.048441,,,1,
"234_1","1","Knežija",,45.788176,15.945426,,,0,234
"234_2","2","Knežija",,45.788246,15.944686,,,0,234
"234",,"Knežija",,45.788211,15.945056,,,1,
"235_1","1","Kruge",,45.800555,15.984929,,,0,235
"235_2","2","Kruge",,45.800628,15.985420,,,0,235
"235",,"Kruge",,45.800591,15.985175,,,1,
"236_1","1","Kvaternikov trg",,45.814926,15.997070,,,0,236
"236_2","2","Kvaternikov trg",,45.815284,15.997631,,,0,236
"236_13","13","Kvaternikov trg",,45.814912,15.997227,,,0,236
"236_14","14","Kvaternikov trg",,45.814723,15.996434,,,0,236
"236",,"Kvaternikov trg",,45.814961,15.997090,,,1,
"238_23","23","Lisinski",,45.799405,15.979561,,,0,238
"238_24","24","Lisinski",,45.799333,15.978566,,,0,238
"238",,"Lisinski",,45.799369,15.979063,,,1,
"239_1","1","Lisinski",,45.800285,15.980145,,,0,239
"239_2","2","Lisinski",,45.800231,15.977867,,,0,239
"239",,"Lisinski",,45.800258,15.979006,,,1,
"241_22","22","Ljubijska",,45.825895,16.043760,,,0,241
"241_32","32","Ljubijska",,45.825895,16.043760,,,0,241
"241",,"Ljubijska",,45.825895,16.043760,,,1,
"242_1","1","Ljubijska",,45.826396,16.045377,,,0,242
"242_2","2","Ljubijska",,45.825981,16.043690,,,0,242
"242",,"Ljubijska",,45.826189,16.044533,,,1,
"244_21","21","Ljubljanica",,45.797063,15.936965,,,0,244
"244_24","24","Ljubljanica",,45.796184,15.936690,,,0,244
"244_34","34","Ljubljanica",,45.796184,15.936690,,,0,244
"244_44","44","Ljubljanica",,45.795814,15.936707,,,0,244
"244_54","54","Ljubljanica",,45.795559,15.936720,,,0,244
"244",,"Ljubljanica",,45.796161,15.936754,,,1,
"245_1","1","Ljubljanica",,45.797226,15.938571,,,0,245
"245_2","2","Ljubljanica",,45.797227,15.937619,,,0,245
"245_12","12","Ljubljanica",,45.797255,15.937654,,,0,245
"245",,"Ljubljanica",,45.797236,15.937948,,,1,
"246_1","1","Marijane Radev",,45.793013,15.902372,,,0,246
"246_2","2","Marijane Radev",,45.793219,15.901911,,,0,246
"246",,"Marijane Radev",,45.793116,15.902141,,,1,
"247_1","1","Mašićeva",,45.816591,16.003540,,,0,247
"247_2","2","Mašićeva",,45.816521,16.002854,,,0,247
"247",,"Mašićeva",,45.816556,16.003197,,,1,
"248_1","1","Miramarska",,45.800058,15.975462,,,0,248
"248_2","2","Miramarska",,45.799954,15.973722,,,0,248
"248",,"Miramarska",,45.800006,15.974592,,,1,
"249_3","3","Munja",,45.792574,16.038158,,,0,249
"249_4","4","Munja",,45.793125,16.038541,,,0,249
"249",,"Munja",,45.792849,16.038350,,,1,
"250_1","1","Nehajska",,45.798837,15.948454,,,0,250
"250_2","2","Nehajska",,45.798424,15.947032,,,0,250
"250",,"Nehajska",,45.798631,15.947743,,,1,
"251_1","1","Olipska",,45.801316,15.999837,,,0,251
"251_2","2","Olipska",,45.800954,15.999838,,,0,251
"251",,"Olipska",,45.801135,15.999837,,,1,
"253_21","21","Petrova",,45.817609,15.997179,,,0,253
"253_22","22","Petrova",,45.817538,15.996747,,,0,253
"253",,"Petrova",,45.817574,15.996963,,,1,
"254_1","1","Petrova",,45.813843,15.991697,,,0,254
"254_2","2","Petrova",,45.813844,15.991060,,,0,254
"254",,"Petrova",,45.813844,15.991378,,,1,
"255_1","1","Petrovaradinska",,45.792400,15.906999,,,0,255
"255_2","2","Petrovaradinska",,45.792615,15.905252,,,0,255
"255",,"Petrovaradinska",,45.792507,15.906125,,,1,
"256_1","1","Poljanice IV",,45.828168,16.072994,,,0,256
"256_2","2","Poljanice IV",,45.828404,16.072487,,,0,256
"256",,"Poljanice IV",,45.828286,16.072740,,,1,
"259_1","1","Prečko",,45.794367,15.893481,,,0,259
"259_2","2","Prečko",,45.794268,15.892597,,,0,259
"259",,"Prečko",,45.794318,15.893039,,,1,
"262_3","3","Prisavlje",,45.791573,15.956958,,,0,262
"262_4","4","Prisavlje",,45.790390,15.956037,,,0,262
"262",,"Prisavlje",,45.790981,15.956498,,,1,
"263_1","1","Radnička",,45.801520,16.003927,,,0,263
"263_2","2","Radnička",,45.801552,16.004682,,,0,263
